label,text,length,cleaned_text
ham,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge ,160,life mean lot love life love peopl life world call friend call world ge
ham,dear shall mail tonite busy in the street shall update you tonite things are looking ok varunnathu edukkukayee raksha ollu but a good one in real sense ,152,dear shall mail tonit busi street shall updat tonit thing look ok varunnathu edukkukaye raksha ollu good one real sens
ham,hey you told your name to gautham ah ,37,hey told name gautham ah
ham,haf u found him i feel so stupid da v cam was working ,55,haf u found feel stupid da v cam work
ham,oops got that bit ,21,oop got bit
ham,are you this much buzy,22,much buzi
ham,i accidentally deleted the message resend please ,50,accident delet messag resend pleas
spam,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on offer ends thfeb t c s apply,159,mobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfeb c appli
ham,unless it s a situation where you go gurl would be more appropriate,67,unless situat go gurl would appropri
ham,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,153,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl
ham,i cant pick the phone right now pls send a message,51,cant pick phone right pl send messag
ham,need a coffee run tomo can t believe it s that time of week already,67,need coffe run tomo believ time week alreadi
ham,awesome i remember the last time we got somebody high for the first time with diesel v,88,awesom rememb last time got somebodi high first time diesel v
ham,shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi ,157,shit realli shock scari cant imagin second def night u think somewher could crash night save taxi
ham,oh and by the way you do have more food in your fridge want to go out for a meal tonight ,91,oh way food fridg want go meal tonight
ham,he is a womdarfull actor,24,womdarful actor
spam,sms ac blind date u rodds is m from aberdeen united kingdom check him out http img sms ac w icmb cktz r no blind dates send hide,146,sm ac blind date u rodd aberdeen unit kingdom check http img sm ac w icmb cktz r blind date send hide
ham,yup from what i remb i think should be can book ,57,yup remb think book
ham,jos ask if u wana meet up ,26,jo ask u wana meet
ham,lol yes our friendship is hanging on a thread cause u won t buy stuff ,71,lol ye friendship hang thread caus u buy stuff
spam,themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to ,138,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap
ham,where are the garage keys they aren t on the bookshelf,55,garag key bookshelf
ham,today is accept day u accept me as brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,156,today accept day u accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
spam,think ur smart win å this week in our weekly quiz text play to now t cs winnersclub po box m uz gbp week,134,think ur smart win å week weekli quiz text play cs winnersclub po box uz gbp week
ham,he says he ll give me a call when his friend s got the money but that he s definitely buying before the end of the week,119,say give call friend got money definit buy end week
ham,hi the way i was with u day is the normal way this is the real me ur unique i hope i know u the rest of mylife hope u find wot was lost ,142,hi way u day normal way real ur uniqu hope know u rest mylif hope u find wot lost
ham,you made my day do have a great day too ,41,made day great day
ham,k k advance happy pongal ,26,k k advanc happi pongal
ham,hmmm guess we can go kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao ,119,hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
ham,not really dude have no friends i m afraid ,46,realli dude friend afraid
spam,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on ,157,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free
ham,coffee cake i guess ,23,coffe cake guess
ham,merry christmas to you too babe i love ya kisses ,51,merri christma babe love ya kiss
ham,hey why dont we just go watch x men and have lunch haha ,62,hey dont go watch x men lunch haha
ham,cud u tell ppl im gona b a bit l cos buses hav gon past cos they were full im still waitin pete x,107,cud u tell ppl im gona b bit l co buse hav gon past co full im still waitin pete x
ham,that would be great we ll be at the guild could meet on bristol road or somewhere will get in touch over weekend our plans take flight have a good week,157,would great guild could meet bristol road somewher get touch weekend plan take flight good week
ham,no problem how are you doing ,30,problem
ham,hi da how is the todays class ,31,hi da today class
ham,i d say that s a good sign but well you know my track record at reading women,79,say good sign well know track record read women
ham,cool text me when you re parked,32,cool text park
ham,i m reading the text i just sent you its meant to be a joke so read it in that light,86,read text sent meant joke read light
ham,k k apo k good movie ,22,k k apo k good movi
ham,maybe i could get book out tomo then return it immediately or something ,76,mayb could get book tomo return immedi someth
spam,call germany for only pence per minute call from a fixed line via access number no prepayment direct access ,128,call germani penc per minut call fix line via access number prepay direct access
ham,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer s paperwork not cool at all please do not contact me again or i will report you to your supervisor ,232,chanc might evapor soon violat privaci steal phone number employ paperwork cool pleas contact report supervisor
spam,valentines day special win over å in our quiz and take your partner on the trip of a lifetime send go to now p msg rcvd custcare ,159,valentin day special win å quiz take partner trip lifetim send go p msg rcvd custcar
ham,ta daaaaa i am home babe are you still up ,45,ta daaaaa home babe still
ham,cool so how come you havent been wined and dined before ,57,cool come havent wine dine
ham,just sleeping and surfing,26,sleep surf
ham,u calling me right call my hand phone ,41,u call right call hand phone
ham,ok that s great thanx a lot ,28,ok great thanx lot
ham,i take it the post has come then you must have s of texts now happy reading my one from wiv hello caroline at the end is my favourite bless him,151,take post come must text happi read one wiv hello carolin end favourit bless
ham,where u been hiding stranger ,29,u hide stranger
ham,am not interested to do like that ,34,interest like
